"CRF_NAME","CRF_LABEL","FIELD_NAME","FIELD_TEXT","FIELD_FORMAT","FIELD_LENGTH","FIELD_DECIML","FIELD_UNITS","FIELD_CODE","FIELD_NOTES"
"FAMHXSIB","Family History - Sibling Log","SIBFATHER",NA,"numeric","1",0,NA,"1=Same biological father",NA
"FAMHXSIB","Family History - Sibling Log","SIBDEMENT","Did/Does this sibling have dementia or significant memory impairment?","numeric","1",0,NA,"1=Yes;0=No",NA
"FAMHXSIB","Family History - Sibling Log","SIBAGE","At what approximate age did symptoms start?","numeric","3",0,NA,"30..99",NA
"FAMHXSIB","Family History - Sibling Log","SIBDIAG","Did this relative receive a diagnosis of Alzheimer's disease?","numeric","1",0,NA,"1=Yes;0=No",NA
"FAMHXSIB","Family History - Sibling Log","SIBAUT","Was diagnosis of Alzheimer's disease confirmed by autopsy?","numeric","1",0,NA,"1=Yes;0=No;2=NA - not deceased",NA
"FTPSCALE","Future Time Perspective Scale","SUBSTUDY",NA,"text",NA,NA,NA,NA,NA
"FTPSCALE","Future Time Perspective Scale","BID",NA,"text","38 digits",0,NA,NA,NA
"FTPSCALE","Future Time Perspective Scale","VISCODE",NA,"text","20 characters",0,NA,NA,NA
"FTPSCALE","Future Time Perspective Scale","DONE","Was assessment/procedure done?","numeric","1",0,NA,"1=Yes;0=No",NA
"FTPSCALE","Future Time Perspective Scale","NDREASON","If No, reason not done:","numeric","1",0,NA,"1=Participant Unable for Cognitive Reasons;2=Participant Unable for Other Reasons (Physical, auditory, etc.);3=Participant/Study Partner Refused;7=Site Error;8=Other Reason;9=Unknown",NA
"FTPSCALE","Future Time Perspective Scale","FTMETHOD","Method of Collection:","numeric","1",0,NA,"1=In-person/Self;2=By phone/Interview",NA
"FTPSCALE","Future Time Perspective Scale","FTOPPS","1. Many opportunities await me in the future.","numeric","1",0,NA,"1=1;2=2;3=3;4=4;5=5;6=6;7=7",NA
"FTPSCALE","Future Time Perspective Scale","FTGOAL","2. I expect that I will set many new goals in the future.","numeric","1",0,NA,"1=1;2=2;3=3;4=4;5=5;6=6;7=7",NA
"FTPSCALE","Future Time Perspective Scale","FTPOSSBL","3. My future is filled with possibilities.","numeric","1",0,NA,"1=1;2=2;3=3;4=4;5=5;6=6;7=7",NA
"FTPSCALE","Future Time Perspective Scale","FTLIFE","4. Most of my life lies ahead of me.","numeric","1",0,NA,"1=1;2=2;3=3;4=4;5=5;6=6;7=7",NA
"FTPSCALE","Future Time Perspective Scale","FTINFINIT","5. My future seems infinite to me.","numeric","1",0,NA,"1=1;2=2;3=3;4=4;5=5;6=6;7=7",NA
"FTPSCALE","Future Time Perspective Scale","FTANYTHNG","6. I could do anything I want in the future.","numeric","1",0,NA,"1=1;2=2;3=3;4=4;5=5;6=6;7=7",NA
"FTPSCALE","Future Time Perspective Scale","FTNEW","7. There is plenty of time left in my life to make new plans.","numeric","1",0,NA,"1=1;2=2;3=3;4=4;5=5;6=6;7=7",NA
"FTPSCALE","Future Time Perspective Scale","FTRUNOUT","8. I have the sense that time is running out.","numeric","1",0,NA,"1=1;2=2;3=3;4=4;5=5;6=6;7=7",NA
"FTPSCALE","Future Time Perspective Scale","FTLIMIT","9. There are only limited possibilities in my future.","numeric","1",0,NA,"1=1;2=2;3=3;4=4;5=5;6=6;7=7",NA
"FTPSCALE","Future Time Perspective Scale","FTGETOLD","10. As I get older, I begin to experience time as limited.","numeric","1",0,NA,"1=1;2=2;3=3;4=4;5=5;6=6;7=7",NA
"HABITS","Habits","SUBSTUDY",NA,"text",NA,NA,NA,NA,NA
"HABITS","Habits","BID",NA,"text","38 digits",0,NA,NA,NA
"HABITS","Habits","VISCODE",NA,"text","20 characters",0,NA,NA,NA
"HABITS","Habits","DONE","Was assessment/procedure done?","numeric","1",0,NA,"1=Yes;0=No",NA
"HABITS","Habits","NDREASON","If No, reason not done:","numeric","1",0,NA,"1=Participant Unable for Cognitive Reasons;2=Participant Unable for Other Reasons (Physical, auditory, etc.);3=Participant/Study Partner Refused;7=Site Error;8=Other Reason;9=Unknown",NA
"HABITS","Habits","SMOKE","Average number of packs smoked per day:","numeric","3,1",1,NA,"0..30","20 cigarettes/pack.  Refer to eCRF completion guidelines for pack equivalents."
"HABITS","Habits","ALCOHOL","Average number of alcoholic drinks consumed per day:","numeric","2",0,NA,"0..30","drink = 4 ounces of wine, 1 x 12 ounces of beer, 1 ounce of liquor"
"HABITS","Habits","CAFFEINE","Average number of cups of caffeine consumed per day:","numeric","2",0,NA,"0..30","cup = 8 ounces of coffee or tea, an energy drink, or caffeine tablets"
"HABITS","Habits","SUBUSE","Has the participant used other substances (e.g. non-pharmacologic substances such as medical marijuana)?","numeric","1",0,NA,"1=Yes;0=No",NA
"HABITS","Habits","AEROBIC","Average number of hours of aerobic exercise (i.e. jogging, swimming, bicycling) PER WEEK:","numeric","2",0,NA,"0..40","Hours per week"
"HABITS","Habits","WALKING","Average number of minutes of walking per day:","numeric","3",0,NA,"0..400","Minutes per day"
"HABITS","Habits","SLEEP","Average total number of hours slept at night:","numeric","2",0,NA,"0..15","Hours per day"
"HABITS","Habits","SLEEPDAY","Average total number of minutes napped during the day:","numeric","3",0,NA,"0..400","Minutes per day"
"IES","Impact of Events Scale","SUBSTUDY",NA,"text",NA,NA,NA,NA,NA
"IES","Impact of Events Scale","BID",NA,"text","38 digits",0,NA,NA,NA
"IES","Impact of Events Scale","VISCODE",NA,"text","20 characters",0,NA,NA,NA
"IES","Impact of Events Scale","DONE","Was assessment/procedure done?","numeric","1",0,NA,"1=Yes;0=No",NA
"IES","Impact of Events Scale","NDREASON","If No, reason not done:","numeric","1",0,NA,"1=Participant Unable for Cognitive Reasons;2=Participant Unable for Other Reasons (Physical, auditory, etc.);3=Participant/Study Partner Refused;7=Site Error;8=Other Reason;9=Unknown",NA
"IES","Impact of Events Scale","IEDATE_DAYS_CONSENT","Date Collected: (Derived to days since study consent date)","date","10",0,NA,NA,NA
"IES","Impact of Events Scale","IEDATE_DAYS_T0","Date Collected: (Derived to days since study start date [A4: Ranomization date | LEARN: Baseline registry exam date])","date","10",0,NA,NA,NA
"IES","Impact of Events Scale","IETHINK","1. I thought about it when I didn't mean to.","numeric","1",0,NA,"0=Not at all;1=Rarely;3=Sometimes;5=Often","For each question, the ""it"" refers to your amyloid scan result."
"IES","Impact of Events Scale","IEAVOID","2. I avoided letting myself get upset when I thought about it or was reminded of it.","numeric","1",0,NA,"0=Not at all;1=Rarely;3=Sometimes;5=Often",NA
"IES","Impact of Events Scale","IEREMOVE","3. I tried to remove it from my memory.","numeric","1",0,NA,"0=Not at all;1=Rarely;3=Sometimes;5=Often",NA
"IES","Impact of Events Scale","IESLEEP","4. I had trouble falling asleep, because pictures or thoughts about it that came into my mind.","numeric","1",0,NA,"0=Not at all;1=Rarely;3=Sometimes;5=Often",NA
"IES","Impact of Events Scale","IEWAVES","5. I had waves of strong feelings about it.","numeric","1",0,NA,"0=Not at all;1=Rarely;3=Sometimes;5=Often",NA
"IES","Impact of Events Scale","IEDREAMS","6. I had dreams about it.","numeric","1",0,NA,"0=Not at all;1=Rarely;3=Sometimes;5=Often",NA
"IES","Impact of Events Scale","IEAWAY","7. I stayed away from reminders of it.","numeric","1",0,NA,"0=Not at all;1=Rarely;3=Sometimes;5=Often",NA
"IES","Impact of Events Scale","IEREAL","8. I felt as if it hadn't happened or it wasn't real.","numeric","1",0,NA,"0=Not at all;1=Rarely;3=Sometimes;5=Often",NA
"IES","Impact of Events Scale","IETALK","9. I tried not to talk about it.","numeric","1",0,NA,"0=Not at all;1=Rarely;3=Sometimes;5=Often",NA
"IES","Impact of Events Scale","IEMIND","10. Pictures about it popped into my mind.","numeric","1",0,NA,"0=Not at all;1=Rarely;3=Sometimes;5=Often",NA
"IES","Impact of Events Scale","IETHINGS","11. Other things kept making me think about it.","numeric","1",0,NA,"0=Not at all;1=Rarely;3=Sometimes;5=Often",NA
"IES","Impact of Events Scale","IEDEAL","12. I was aware that I still had a lot of feelings about it, but I didn't deal with them.","numeric","1",0,NA,"0=Not at all;1=Rarely;3=Sometimes;5=Often",NA
"IES","Impact of Events Scale","IENOTTHNK","13. I tried not to think about it.","numeric","1",0,NA,"0=Not at all;1=Rarely;3=Sometimes;5=Often",NA
"IES","Impact of Events Scale","IEREMIND","14. Any reminder brought back feelings about it.","numeric","1",0,NA,"0=Not at all;1=Rarely;3=Sometimes;5=Often",NA
"IES","Impact of Events Scale","IENUMB","15. My feelings about it were kind of numb.","numeric","1",0,NA,"0=Not at all;1=Rarely;3=Sometimes;5=Often",NA
"IES","Impact of Events Scale","IESCORE","Total Score","numeric","3",0,NA,NA,"Click the calculator icon to determine the score."
"MMSE","Mini Mental State Exam","SUBSTUDY",NA,"text",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","BID",NA,"text",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","VISCODE",NA,"text",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","DONE","Was assessment/procedure done?","text",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","NDREASON","If No, reason not done:","text",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","MMSELOC","Where was the assessment done?","text",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","WORDLIST","Which word list was used?","text",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","MMDATE","1. What is today's date?","text",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","MMYEAR","2. What is the year?","text",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","MMMONTH","3. What is the month?","text",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","MMDAY","4. What day of the week is today?","text",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","MMSEASON","5. What season is it?","text",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","MMHOSPIT","6. What is the name of this hospital (clinic, place)?","text",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","MMFLOOR","7. What floor are we on?","text",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","MMCITY","8. What town or city are we in?","text",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","MMAREA","9. What county (district, borough, area) are we in?","text",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","MMSTATE","10. What state are we in?","text",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","MMBALL","11. Word 1","text",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","MMFLAG","12. Word 2","text",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","MMTREE","13. Word 3","text",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","MMTRIALS","13a. Enter number of trials","numeric",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","MMDLTR","14. Indicate first letter","text",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","MMLLTR","15. Indicate second letter","text",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","MMRLTR","16. Indicate third letter","text",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","MMOLTR","17. Indicate fourth letter","text",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","MMWLTR","18. Indicate fifth letter","text",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","MMWORLD","Attention sub-score (WORLD Backwards - CERAD scoring method)","numeric",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","MMBALLDL","19. Word 1","text",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","MMFLAGDL","20. Word 2","text",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","MMTREEDL","21. Word 3","text",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","MMWATCH","22. Show the participant a wrist watch and ask ""What is this?""","text",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","MMPENCIL","23. Repeat for pencil.","text",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","MMREPEAT","24. Say, ""Repeat after me: no ifs, ands, or buts.""","text",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","MMHAND","25. Takes paper in right hand.","text",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","MMFOLD","26. Folds paper in half.","text",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","MMONFLR","27. Puts paper on floor.","text",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","MMREAD","28. Present the piece of paper which reads, ""CLOSE YOUR EYES,"" and say: ""Read this and do what it says.""","text",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","MMWRITE","29. Give the participant a blank piece of paper and say: ""Write a sentence.""","text",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","MMDRAW","<big header>Construction</big header><p>30. Present the participant with the Construction Stimulus page. Say, ""Copy this design.""</p>","text",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","MMSCORE","MMSE TOTAL SCORE","numeric",NA,NA,NA,NA,NA
"MMSE","Mini Mental State Exam","MMSE","MMSE (PACC Audio Verification)","text",NA,NA,NA,NA,NA
"PHYNEURO","Physical and Neurological Exam","SUBSTUDY",NA,"text",NA,NA,NA,NA,NA
"PHYNEURO","Physical and Neurological Exam","BID",NA,"text","38 digits",0,NA,NA,NA
"PHYNEURO","Physical and Neurological Exam","VISCODE",NA,"text","20 characters",0,NA,NA,NA
"PHYNEURO","Physical and Neurological Exam","DONE","Was assessment/procedure done?","numeric","1",0,NA,"1=Yes;0=No",NA
"PHYNEURO","Physical and Neurological Exam","NDREASON","If No, reason not done:","numeric","1",0,NA,"1=Participant Unable for Cognitive Reasons;2=Participant Unable for Other Reasons (Physical, auditory, etc.);3=Participant/Study Partner Refused;7=Site Error;8=Other Reason;9=Unknown",NA
"PHYNEURO","Physical and Neurological Exam","PXHEADEY","Head, Eyes, Ears, Nose and Throat","numeric","1",0,NA,"1=Normal; 2=Abnormal",NA
"PHYNEURO","Physical and Neurological Exam","PXCARD","Cardiac","numeric","1",0,NA,"1=Normal; 2=Abnormal",NA
"PHYNEURO","Physical and Neurological Exam","PXPULM","Pulmonary","numeric","1",0,NA,"1=Normal; 2=Abnormal",NA
"PHYNEURO","Physical and Neurological Exam","PXABDOM","Abdomen","numeric","1",0,NA,"1=Normal; 2=Abnormal",NA
"PHYNEURO","Physical and Neurological Exam","PXMUSCUL","Musculoskeletal","numeric","1",0,NA,"1=Normal; 2=Abnormal",NA
"PHYNEURO","Physical and Neurological Exam","PXEDEMA","Edema","numeric","1",0,NA,"1=Absent; 2=Present",NA
"PHYNEURO","Physical and Neurological Exam","PXEDSEV","Severity <!--Edema-->","numeric","2",0,NA,"0=Trace;1=1+; 2=2+; 3=3+; 4=4+",NA
"PHYNEURO","Physical and Neurological Exam","PXSKIN","Skin","numeric","1",0,NA,"1=Normal; 2=Abnormal",NA
"PHYNEURO","Physical and Neurological Exam","PXOTHER","Other (Physical)","numeric","1",0,NA,"1=Normal; 2=Abnormal",NA
"PHYNEURO","Physical and Neurological Exam","NXGAIT","Gait","numeric","1",0,NA,"1=Normal; 2=Abnormal",NA
"PHYNEURO","Physical and Neurological Exam","NXMOTOR","Motor Strength","numeric","1",0,NA,"1=Normal; 2=Abnormal",NA
"PHYNEURO","Physical and Neurological Exam","NXSENSOR","Sensory","numeric","1",0,NA,"1=Normal; 2=Abnormal",NA
"PHYNEURO","Physical and Neurological Exam","NXTREMOR","Tremor","numeric","1",0,NA,"1=Absent; 2=Present",NA
"PHYNEURO","Physical and Neurological Exam","NXFINGER","Cerebellar - Finger to Nose","numeric","1",0,NA,"1=Normal; 2=Abnormal",NA
"PHYNEURO","Physical and Neurological Exam","NXHEEL","Cerebellar - Heel to Shin","numeric","1",0,NA,"1=Normal; 2=Abnormal",NA
"PHYNEURO","Physical and Neurological Exam","NXNERVE","Cranial Nerves","numeric","1",0,NA,"1=Normal; 2=Abnormal",NA
"PHYNEURO","Physical and Neurological Exam","NXOTHER","Other (Neurological)","numeric","1",0,NA,"1=Normal; 2=Abnormal",NA
"PSYCHWELL","Assessment of Psychological Well-Being","SUBSTUDY",NA,"text",NA,NA,NA,NA,NA
"PSYCHWELL","Assessment of Psychological Well-Being","BID",NA,"text","38 digits",0,NA,NA,NA
"PSYCHWELL","Assessment of Psychological Well-Being","VISCODE",NA,"text","20 characters",0,NA,NA,NA
"PSYCHWELL","Assessment of Psychological Well-Being","DONE","Was assessment/procedure done?","numeric","1",0,NA,"1=Yes;0=No",NA
"PSYCHWELL","Assessment of Psychological Well-Being","NDREASON","If No, reason not done:","numeric","1",0,NA,"1=Participant Unable for Cognitive Reasons;2=Participant Unable for Other Reasons (Physical, auditory, etc.);3=Participant/Study Partner Refused;7=Site Error;8=Other Reason;9=Unknown",NA
"PSYCHWELL","Assessment of Psychological Well-Being","PWBMETHOD","Method of Collection:","numeric","1",0,NA,"1=In-person/Self;2=By phone/Interview",NA
"PSYCHWELL","Assessment of Psychological Well-Being","GDSATIS","1. Are you basically satisfied with your life?","numeric","1",0,NA,"1=Yes(0); 0=No(1)",NA
"PSYCHWELL","Assessment of Psychological Well-Being","GDDROP","2. Have you dropped many of your activities and interests?","numeric","1",0,NA,"1=Yes(1); 0=No(0)",NA
"PSYCHWELL","Assessment of Psychological Well-Being","GDEMPTY","3. Do you feel that your life is empty?","numeric","1",0,NA,"1=Yes(1); 0=No(0)",NA
"PSYCHWELL","Assessment of Psychological Well-Being","GDBORED","4. Do you often get bored?","numeric","1",0,NA,"1=Yes(1); 0=No(0)",NA
"PSYCHWELL","Assessment of Psychological Well-Being","GDSPIRIT","5. Are you in good spirits most of the time?","numeric","1",0,NA,"1=Yes(0); 0=No(1)",NA
"PSYCHWELL","Assessment of Psychological Well-Being","GDAFRAID","6. Are you afraid that something bad is going to happen to you?","numeric","1",0,NA,"1=Yes(1); 0=No(0)",NA
"PSYCHWELL","Assessment of Psychological Well-Being","GDHAPPY","7. Do you feel happy most of the time?","numeric","1",0,NA,"1=Yes(0); 0=No(1)",NA
"PSYCHWELL","Assessment of Psychological Well-Being","GDHELP","8. Do you often feel helpless?","numeric","1",0,NA,"1=Yes(1); 0=No(0)",NA
"PSYCHWELL","Assessment of Psychological Well-Being","GDHOME","9. Do you prefer to stay at home, rather than going out and doing new things?","numeric","1",0,NA,"1=Yes(1); 0=No(0)",NA
"PSYCHWELL","Assessment of Psychological Well-Being","GDMEMORY","10. Do you feel you have more problems with memory than most?","numeric","1",0,NA,"1=Yes(1); 0=No(0)",NA
"PSYCHWELL","Assessment of Psychological Well-Being","GDALIVE","11. Do you think its wonderful to be alive now?","numeric","1",0,NA,"1=Yes(0); 0=No(1)",NA
"PSYCHWELL","Assessment of Psychological Well-Being","GDWORTH","12. Do you feel pretty worthless the way you are now?","numeric","1",0,NA,"1=Yes(1); 0=No(0)",NA
"PSYCHWELL","Assessment of Psychological Well-Being","GDENERGY","13. Do you feel full of energy?","numeric","1",0,NA,"1=Yes(0); 0=No(1)",NA
"PSYCHWELL","Assessment of Psychological Well-Being","GDHOPE","14. Do you feel that your situation is hopeless?","numeric","1",0,NA,"1=Yes(1); 0=No(0)",NA
"PSYCHWELL","Assessment of Psychological Well-Being","GDBETTER","15. Do you think that most people are better off than you are?","numeric","1",0,NA,"1=Yes(1); 0=No(0)",NA
"PSYCHWELL","Assessment of Psychological Well-Being","GDTOTAL","Total Score","numeric","3",0,NA,NA,"Click the calculator icon to determine the score."
"PSYCHWELL","Assessment of Psychological Well-Being","STCALM","1. I felt calm","numeric","2",0,NA,"1=Not at all;2=Somewhat;3=Moderately so;4=Very much so",NA
"PSYCHWELL","Assessment of Psychological Well-Being","STTENSE","2. I was tense","numeric","2",0,NA,"1=Not at all;2=Somewhat;3=Moderately so;4=Very much so",NA
"PSYCHWELL","Assessment of Psychological Well-Being","STUPSET","3. I felt upset","numeric","2",0,NA,"1=Not at all;2=Somewhat;3=Moderately so;4=Very much so",NA
"PSYCHWELL","Assessment of Psychological Well-Being","STRELAX","4. I was relaxed","numeric","2",0,NA,"1=Not at all;2=Somewhat;3=Moderately so;4=Very much so",NA
"PSYCHWELL","Assessment of Psychological Well-Being","STCONTENT","5. I felt content","numeric","2",0,NA,"1=Not at all;2=Somewhat;3=Moderately so;4=Very much so",NA
"PSYCHWELL","Assessment of Psychological Well-Being","STWORRY","6. I was worried","numeric","2",0,NA,"1=Not at all;2=Somewhat;3=Moderately so;4=Very much so",NA
"PSYCHWELL","Assessment of Psychological Well-Being","STAITOTAL","Total Score","numeric","3",0,NA,NA,"Click the calculator icon to determine the score."
"PTDEMOG","Participant Demographics","SUBSTUDY",NA,"text",NA,NA,NA,NA,NA
"PTDEMOG","Participant Demographics","BID",NA,"text","38 digits",0,NA,NA,NA
"PTDEMOG","Participant Demographics","VISCODE",NA,"text","20 characters",0,NA,NA,NA
"PTDEMOG","Participant Demographics","EXAMDATE_DAYS_CONSENT","Examination Date (Derived to days since study consent date)","date","10",0,NA,NA,NA
"PTDEMOG","Participant Demographics","EXAMDATE_DAYS_T0","Examination Date (Derived to days since study start date [A4: Ranomization date | LEARN: Baseline registry exam date])","date","10",0,NA,NA,NA
"PTDEMOG","Participant Demographics","PTGENDER","Gender","numeric","1",0,NA,"1=Male; 2=Female",NA
"PTDEMOG","Participant Demographics","PTAGE","Age at Screening Visit","numeric","5,2",2,"Years",NA,"Calculated based on ptdemog.examdate - ptdemog.ptdob.  If ptdemog.ptdob contains partial date (year only or month and year only), use Reported Age, ptdemog.ptagerprt, to populate."
"PTDEMOG","Participant Demographics","PTETHNIC","Ethnic Category","numeric","1",0,NA,"1=Hispanic or Latino;2=Not Hispanic or Latino;3=Unknown or Not reported",NA
"PTDEMOG","Participant Demographics","PTRACE","Racial Categories","text","20",0,NA,"1=American Indian or Alaskan Native; 2=Asian; 3=Native Hawaiian or Other Pacific Islander; 4=Black or African American; 5=White; 6=Unknown or Not Reported","Select all that apply."
"PTDEMOG","Participant Demographics","PTLANG","Language to be used for testing (only one may be checked and must remain the same throughout the study)","numeric","1",0,NA,"1=English; 2=Spanish; 3=Japanese",NA
"PTDEMOG","Participant Demographics","PTPLANG","Is language to be used for testing the same as primary language?","numeric","1",0,NA,"1=Yes; 0=No",NA
"PTDEMOG","Participant Demographics","PTEDUCAT","Education (years)","numeric","2",0,NA,"0..40","NOTE: If the exact number of years is unknown, but level of education is known, refer to the Procedures Manual/Guidebook for guidance."
"PTDEMOG","Participant Demographics","PTMARRY","Marital Status","numeric","1",0,NA,"1=Married; 2=Widowed; 3=Divorced; 4=Never married; 5=Unknown/Other",NA
"PTDEMOG","Participant Demographics","PTNOTRT","Participant Retired?","numeric","1",0,NA,"1=Yes;0=No;2=Not Applicable",NA
"PTDEMOG","Participant Demographics","PTHOME","Type of Residence","numeric","1",0,NA,"1=Independent Living (House, Apartment, Retirement Community); 2=Lives with family; 3=Senior Residence; 4=Assisted Living; 5=Skilled Nursing Facility; 6=Other (specify)",NA
"RSS","Research Satisfaction Survey","SUBSTUDY",NA,"text",NA,NA,NA,NA,NA
"RSS","Research Satisfaction Survey","BID",NA,"text","38 digits",0,NA,NA,NA
"RSS","Research Satisfaction Survey","VISCODE",NA,"text","20 characters",0,NA,NA,NA
"RSS","Research Satisfaction Survey","DONE","Was assessment/procedure done?","numeric","1",0,NA,"1=Yes;0=No",NA
"RSS","Research Satisfaction Survey","NDREASON","If No, reason not done:","numeric","1",0,NA,"1=Participant Unable for Cognitive Reasons;2=Participant Unable for Other Reasons (Physical, auditory, etc.);3=Participant/Study Partner Refused;7=Site Error;8=Other Reason;9=Unknown",NA
"RSS","Research Satisfaction Survey","RSSCOMP","Survey completed by:","numeric","1",0,NA,"1=Participant only;2=Study Partner only;3=Participant and Study Partner",NA
"RSS","Research Satisfaction Survey","RSSQUAL","1. How would you rate the quality of the tests and attention you have received during your participation in the study?","numeric","1",0,NA,"4=Excellent;3=Good;2=Fair;1=Poor",NA
"RSS","Research Satisfaction Survey","RSSEXPECT","2. To what extent has our research program met your expectations?","numeric","1",0,NA,"4=Almost all of my expectations have been met;3=Most of my expectations have been met;2=Only a few of my expectations have been met;1=None of my expectations have been met",NA
"RSS","Research Satisfaction Survey","RSSRECOM","3. If a friend were to inquire about this research program, would you recommend it to him or her?","numeric","1",0,NA,"1=No, definitely not;2=No, not really;3=Yes, generally;4=Yes, definitely",NA
"RSS","Research Satisfaction Survey","RSSREDO","4. If you had a chance to redo your decision to participate in this research program, do you think you would choose to participate?","numeric","1",0,NA,"1=No, definitely not;2=No, I don't think so;3=Yes, I think so;4=Yes, definitely",NA
"RSS","Research Satisfaction Survey","RSSBEST","5. What do you like best about the study?","numeric","1",0,NA,"1=Volunteering;2=Interacting with staff;3=Feedback on how I am doing;4=It was fun, engaging;5=Improves mental function;6=Raising awareness;7=Other",NA
"RSS","Research Satisfaction Survey","RSSLEAST","6. What do you like least?","numeric","1",0,NA,"1=Time commitment;2=The testing/procedures;3=Repetitiveness;4=Feeling inadequate;5=Lack of feedback;6=The study medication;7=Other",NA
"RSS","Research Satisfaction Survey","RSSMED","Study medication:","numeric","1",0,NA,"1=Yes;0=No;2= N/A - baseline visit",NA
"RSS","Research Satisfaction Survey","RSSTST","Tests/Procedures:","numeric","1",0,NA,"1=Yes;0=No",NA
"RSS","Research Satisfaction Survey","RSSVIS","Number of visits:","numeric","1",0,NA,"1=Yes;0=No",NA
"RSS","Research Satisfaction Survey","RSSOTH","Other:","numeric","1",0,NA,"1=Yes;0=No",NA
"RSS","Research Satisfaction Survey","RSSIPAD","8. How would you rate the quality of the iPad Testing?","numeric","1",0,NA,"4=Excellent;3=Good;2=Fair;1=Poor",NA
"RUIB","Resource Use Inventory - Brief","SUBSTUDY",NA,"text",NA,NA,NA,NA,NA
"RUIB","Resource Use Inventory - Brief","BID",NA,"text","38 digits",0,NA,NA,NA
"RUIB","Resource Use Inventory - Brief","VISCODE",NA,"text","20 characters",0,NA,NA,NA
"RUIB","Resource Use Inventory - Brief","DONE","Was assessment/procedure done?","numeric","1",0,NA,"1=Yes;0=No",NA
"RUIB","Resource Use Inventory - Brief","NDREASON","If No, reason not done:","numeric","1",0,NA,"1=Participant Unable for Cognitive Reasons;2=Participant Unable for Other Reasons (Physical, auditory, etc.);3=Participant/Study Partner Refused;7=Site Error;8=Other Reason;9=Unknown",NA
"RUIB","Resource Use Inventory - Brief","RUIBCOMP","Form completed by:","numeric","1",0,NA,"1=Participant only;2=Study Partner only;3=Participant and Study Partner",NA
"RUIB","Resource Use Inventory - Brief","BRADMIT","1. In the past one year, how many times were you admitted to the hospital for an overnight stay?","numeric","3",0,NA,NA,"If none, enter ""00"" and skip to question 2."
"RUIB","Resource Use Inventory - Brief","BREXAM","2. In the past 3 months, how many times have you been examined by a health care professional (not including study related examinations)?","numeric","3",0,NA,"0..100","This includes nurse, doctor, chiropractor, acupuncturist, emergency room visits, etc. This also includes someone who comes to your home, such as a visiting nurse or physical therapist."
"RUIB","Resource Use Inventory - Brief","BRHELP","Paid help:","numeric","3",0,"hours","0..40",NA
"RUIB","Resource Use Inventory - Brief","BRUPHELP","Un-paid help:","numeric","3",0,"hours","0..40",NA
"RUIB","Resource Use Inventory - Brief","VOLUNTEER","4a. Do you do volunteer work?","numeric","1",0,NA,"1=Yes;0=No","Include unpaid time spent in such things as babysitting, other childcare, church, political, educational or other charitable activities"
"RUIB","Resource Use Inventory - Brief","VOLHRS","If yes, how many hours per week","numeric","3",0,"hours","1..80",NA
"RUIB","Resource Use Inventory - Brief","EMPLOY","4b. Are you engaged in paid employment?","numeric","1",0,NA,"1=Yes;0=No",NA
"RUIB","Resource Use Inventory - Brief","EMPHRS","If yes, how many hours per week","numeric","3",0,"hours","1..80",NA
